date,data,cols
2010-07-17 00:00:00,0.001,channel_1
2010-07-18 00:00:00,0.0163,channel_1
2010-07-19 00:00:00,0.00154,channel_1
2010-07-20 00:00:00,0.00154,channel_1
2010-07-21 00:00:00,0.00154,channel_1
2010-07-22 00:00:00,0.00154,channel_1
2010-07-23 00:00:00,0.000195,channel_1
2010-07-24 00:00:00,0.000195,channel_1
2010-07-25 00:00:00,0.0287,channel_1
2010-07-26 00:00:00,0.0259,channel_1
2010-07-27 00:00:00,0.0132,channel_1
2010-07-28 00:00:00,0.0144,channel_1
2010-07-29 00:00:00,0.0109,channel_1
2010-07-30 00:00:00,0.00724,channel_1
2010-07-31 00:00:00,0.00948,channel_1
2010-08-01 00:00:00,0.00755,channel_1
2010-08-02 00:00:00,0.00443,channel_1
2010-08-03 00:00:00,0.00443,channel_1
2010-08-04 00:00:00,0.00443,channel_1
2010-08-05 00:00:00,0.00443,channel_1
2010-08-06 00:00:00,0.00443,channel_1
2010-08-07 00:00:00,0.0689,channel_1
2010-08-08 00:00:00,0.0689,channel_1
2010-08-09 00:00:00,0.0823,channel_1
2010-08-10 00:00:00,0.0823,channel_1
2010-08-11 00:00:00,0.0823,channel_1
2010-08-12 00:00:00,0.0823,channel_1
2010-08-13 00:00:00,0.0823,channel_1
2010-08-14 00:00:00,0.0823,channel_1
2010-08-15 00:00:00,0.0823,channel_1
2010-08-16 00:00:00,0.0135,channel_1
2010-08-17 00:00:00,0.0135,channel_1
2010-08-18 00:00:00,0.0362,channel_1
2010-08-19 00:00:00,0.0362,channel_1
2010-08-20 00:00:00,0.0362,channel_1
2010-08-21 00:00:00,0.0362,channel_1
2010-08-22 00:00:00,0.0362,channel_1
2010-08-23 00:00:00,0.0362,channel_1
2010-08-24 00:00:00,0.0172,channel_1
2010-08-25 00:00:00,0.0172,channel_1
2010-08-26 00:00:00,0.0172,channel_1
2010-08-27 00:00:00,0.0172,channel_1
2010-08-28 00:00:00,2.6e-08,channel_1
2010-08-29 00:00:00,0.00753,channel_1
2010-08-30 00:00:00,0.00883,channel_1
2010-08-31 00:00:00,0.00373,channel_1
2010-09-01 00:00:00,0.00174,channel_1
2010-09-02 00:00:00,0.00174,channel_1
2010-09-03 00:00:00,0.00174,channel_1
2010-09-04 00:00:00,0.00174,channel_1
2010-09-05 00:00:00,0.000258,channel_1
2010-09-06 00:00:00,2.93e-09,channel_1
2010-09-07 00:00:00,2.93e-09,channel_1
2010-09-08 00:00:00,4.72e-09,channel_1
2010-09-09 00:00:00,0.00279,channel_1
2010-09-10 00:00:00,2.22e-09,channel_1
2010-09-11 00:00:00,2.22e-09,channel_1
2010-09-12 00:00:00,0.00318,channel_1
2010-09-13 00:00:00,1.92e-09,channel_1
2010-09-14 00:00:00,0.000182,channel_1
2010-09-15 00:00:00,0.000182,channel_1
2010-09-16 00:00:00,0.000182,channel_1
2010-09-17 00:00:00,0.000182,channel_1
2010-09-18 00:00:00,0.00374,channel_1
2010-09-19 00:00:00,0.00374,channel_1
2010-09-20 00:00:00,0.00374,channel_1
2010-09-21 00:00:00,1.48e-09,channel_1
2010-09-22 00:00:00,1.48e-09,channel_1
2010-09-23 00:00:00,1.48e-09,channel_1
2010-09-24 00:00:00,1.48e-09,channel_1
2010-09-25 00:00:00,1.48e-09,channel_1
2010-09-26 00:00:00,1.48e-09,channel_1
2010-09-27 00:00:00,0.000282,channel_1
2010-09-28 00:00:00,0.0239,channel_1
2010-09-29 00:00:00,0.0239,channel_1
2010-09-30 00:00:00,0.0239,channel_1
2010-10-01 00:00:00,0.00988,channel_1
2010-10-02 00:00:00,0.000194,channel_1
2010-10-03 00:00:00,0.000188,channel_1
2010-10-04 00:00:00,2.07e-08,channel_1
2010-10-05 00:00:00,2.07e-08,channel_1
2010-10-06 00:00:00,2.2e-08,channel_1
2010-10-07 00:00:00,2.2e-08,channel_1
2010-10-08 00:00:00,2.2e-08,channel_1
2010-10-09 00:00:00,2.2e-08,channel_1
2010-10-10 00:00:00,2.2e-08,channel_1
2010-10-11 00:00:00,2.56e-08,channel_1
2010-10-12 00:00:00,2.56e-08,channel_1
2010-10-13 00:00:00,0.0077,channel_1
2010-10-14 00:00:00,0.0077,channel_1
2010-10-15 00:00:00,0.0077,channel_1
2010-10-16 00:00:00,0.0077,channel_1
2010-10-17 00:00:00,0.0077,channel_1
2010-10-18 00:00:00,0.000282,channel_1
2010-10-19 00:00:00,0.000282,channel_1
2010-10-20 00:00:00,0.000282,channel_1
2010-10-21 00:00:00,0.000126,channel_1
2010-10-22 00:00:00,0.000126,channel_1
2010-10-23 00:00:00,0.000864,channel_1
2010-10-24 00:00:00,0.000864,channel_1
2010-10-25 00:00:00,0.000864,channel_1
2010-10-26 00:00:00,0.000864,channel_1
2010-10-27 00:00:00,0.000864,channel_1
2010-10-28 00:00:00,0.000864,channel_1
2010-10-29 00:00:00,0.000864,channel_1
2010-10-30 00:00:00,0.000864,channel_1
2010-10-31 00:00:00,0.000864,channel_1
2010-11-01 00:00:00,0.000864,channel_1
2010-11-02 00:00:00,0.000864,channel_1
2010-11-03 00:00:00,0.000864,channel_1
2010-11-04 00:00:00,0.000864,channel_1
2010-11-05 00:00:00,0.000864,channel_1
2010-11-06 00:00:00,0.000864,channel_1
2010-11-07 00:00:00,0.000864,channel_1
2010-11-08 00:00:00,0.013,channel_1
2010-11-09 00:00:00,0.013,channel_1
2010-11-10 00:00:00,0.013,channel_1
2010-11-11 00:00:00,0.013,channel_1
2010-11-12 00:00:00,0.013,channel_1
2010-11-13 00:00:00,0.013,channel_1
2010-11-14 00:00:00,0.013,channel_1
2010-11-15 00:00:00,0.00501,channel_1
2010-11-16 00:00:00,0.00501,channel_1
2010-11-17 00:00:00,0.00501,channel_1
2010-11-18 00:00:00,0.00501,channel_1
2010-11-19 00:00:00,0.00108,channel_1
2010-11-20 00:00:00,0.0174,channel_1
2010-11-21 00:00:00,0.0151,channel_1
2010-11-22 00:00:00,0.0131,channel_1
2010-11-23 00:00:00,0.0116,channel_1
2010-11-24 00:00:00,0.00225,channel_1
2010-11-25 00:00:00,0.00225,channel_1
2010-11-26 00:00:00,0.00447,channel_1
2010-11-27 00:00:00,0.000373,channel_1
2010-11-28 00:00:00,0.000373,channel_1
2010-11-29 00:00:00,0.000532,channel_1
2010-11-30 00:00:00,0.000178,channel_1
2010-12-01 00:00:00,0.000672,channel_1
2010-12-02 00:00:00,0.00108,channel_1
2010-12-03 00:00:00,0.000208,channel_1
2010-12-04 00:00:00,0.000211,channel_1
2010-12-05 00:00:00,0.000559,channel_1
2010-12-06 00:00:00,0.000778,channel_1
2010-12-07 00:00:00,0.00118,channel_1
2010-12-08 00:00:00,0.000617,channel_1
2010-12-09 00:00:00,0.000618,channel_1
2010-12-10 00:00:00,0.00157,channel_1
2010-12-11 00:00:00,0.00197,channel_1
2010-12-12 00:00:00,0.00237,channel_1
2010-12-13 00:00:00,0.00565,channel_1
2010-12-14 00:00:00,0.000775,channel_1
2010-12-15 00:00:00,0.00099,channel_1
2010-12-16 00:00:00,0.00178,channel_1
2010-12-17 00:00:00,0.00441,channel_1
2010-12-18 00:00:00,0.00122,channel_1
2010-12-19 00:00:00,0.00189,channel_1
2010-12-20 00:00:00,0.00102,channel_1
2010-12-21 00:00:00,0.00164,channel_1
2010-12-22 00:00:00,0.00295,channel_1
2010-12-23 00:00:00,0.00115,channel_1
2010-12-24 00:00:00,0.00147,channel_1
2010-12-25 00:00:00,0.00109,channel_1
2010-12-26 00:00:00,0.00175,channel_1
2010-12-27 00:00:00,0.00135,channel_1
2010-12-28 00:00:00,0.00164,channel_1
2010-12-29 00:00:00,0.00243,channel_1
2010-12-30 00:00:00,0.00153,channel_1
2010-12-31 00:00:00,0.000407,channel_1
2011-01-01 00:00:00,0.00136,channel_1
2011-01-02 00:00:00,0.00145,channel_1
2011-01-03 00:00:00,0.0108,channel_1
2011-01-04 00:00:00,0.000519,channel_1
2011-01-05 00:00:00,0.00137,channel_1
2011-01-06 00:00:00,0.00148,channel_1
2011-01-07 00:00:00,0.000778,channel_1
2011-01-08 00:00:00,0.000236,channel_1
2011-01-09 00:00:00,0.00198,channel_1
2011-01-10 00:00:00,0.00097,channel_1
2011-01-11 00:00:00,0.000553,channel_1
2011-01-12 00:00:00,0.00406,channel_1
2011-01-13 00:00:00,0.000312,channel_1
2011-01-14 00:00:00,0.000838,channel_1
2011-01-15 00:00:00,0.0016,channel_1
2011-01-16 00:00:00,0.00122,channel_1
2011-01-17 00:00:00,0.00223,channel_1
2011-01-18 00:00:00,0.000646,channel_1
2011-01-19 00:00:00,0.000725,channel_1
2011-01-20 00:00:00,0.00158,channel_1
2011-01-21 00:00:00,0.000682,channel_1
2011-01-22 00:00:00,0.00643,channel_1
2011-01-23 00:00:00,0.00501,channel_1
2011-01-24 00:00:00,0.00285,channel_1
2011-01-25 00:00:00,0.00201,channel_1
2011-01-26 00:00:00,0.00149,channel_1
2011-01-27 00:00:00,0.00911,channel_1
2011-01-28 00:00:00,0.000889,channel_1
2011-01-29 00:00:00,0.00624,channel_1
2011-01-30 00:00:00,0.0385,channel_1
2011-01-31 00:00:00,0.0102,channel_1
2011-02-01 00:00:00,0.0115,channel_1
2011-02-02 00:00:00,0.000768,channel_1
2011-02-03 00:00:00,0.00264,channel_1
2011-02-04 00:00:00,0.0016,channel_1
2011-02-05 00:00:00,0.00225,channel_1
2011-02-06 00:00:00,0.0017,channel_1
2011-02-07 00:00:00,0.00402,channel_1
2011-02-08 00:00:00,0.00263,channel_1
2011-02-09 00:00:00,0.000809,channel_1
2011-02-10 00:00:00,0.0103,channel_1
2011-02-11 00:00:00,0.00583,channel_1
2011-02-12 00:00:00,0.00843,channel_1
2011-02-13 00:00:00,0.00272,channel_1
2011-02-14 00:00:00,0.031,channel_1
2011-02-15 00:00:00,0.00241,channel_1
2011-02-16 00:00:00,0.00572,channel_1
2011-02-17 00:00:00,0.00119,channel_1
2011-02-18 00:00:00,0.00557,channel_1
2011-02-19 00:00:00,0.00747,channel_1
2011-02-20 00:00:00,0.00225,channel_1
2011-02-21 00:00:00,0.00469,channel_1
2011-02-22 00:00:00,0.00257,channel_1
2011-02-23 00:00:00,0.00348,channel_1
2011-02-24 00:00:00,0.0018,channel_1
2011-02-25 00:00:00,0.0041,channel_1
2011-02-26 00:00:00,0.00473,channel_1
2011-02-27 00:00:00,0.00992,channel_1
2011-02-28 00:00:00,0.00756,channel_1
2011-03-01 00:00:00,0.00682,channel_1
2011-03-02 00:00:00,0.0051,channel_1
2011-03-03 00:00:00,0.0806,channel_1
2011-03-04 00:00:00,0.00734,channel_1
2011-03-05 00:00:00,0.0201,channel_1
2011-03-06 00:00:00,0.0439,channel_1
2011-03-07 00:00:00,0.0636,channel_1
2011-03-08 00:00:00,0.0455,channel_1
2011-03-09 00:00:00,0.0445,channel_1
2011-03-10 00:00:00,0.0434,channel_1
2011-03-11 00:00:00,0.109,channel_1
2011-03-12 00:00:00,0.0232,channel_1
2011-03-13 00:00:00,0.0314,channel_1
2011-03-14 00:00:00,0.0331,channel_1
2011-03-15 00:00:00,0.034,channel_1
2011-03-16 00:00:00,0.0278,channel_1
2011-03-17 00:00:00,0.0206,channel_1
2011-03-18 00:00:00,0.0237,channel_1
2011-03-19 00:00:00,0.022,channel_1
2011-03-20 00:00:00,0.0376,channel_1
2011-03-21 00:00:00,0.12,channel_1
2011-03-22 00:00:00,0.187,channel_1
2011-03-23 00:00:00,0.238,channel_1
2011-03-24 00:00:00,0.117,channel_1
2011-03-25 00:00:00,0.0655,channel_1
2011-03-26 00:00:00,0.0684,channel_1
2011-03-27 00:00:00,0.0938,channel_1
2011-03-28 00:00:00,0.0557,channel_1
2011-03-29 00:00:00,0.0446,channel_1
2011-03-30 00:00:00,0.0581,channel_1
2011-03-31 00:00:00,0.0431,channel_1
2011-04-01 00:00:00,0.0435,channel_1
2011-04-02 00:00:00,0.0339,channel_1
2011-04-03 00:00:00,0.0537,channel_1
2011-04-04 00:00:00,0.0691,channel_1
2011-04-05 00:00:00,0.0598,channel_1
2011-04-06 00:00:00,0.0717,channel_1
2011-04-07 00:00:00,0.0446,channel_1
2011-04-08 00:00:00,0.0548,channel_1
2011-04-09 00:00:00,0.0593,channel_1
2011-04-10 00:00:00,0.0674,channel_1
2011-04-11 00:00:00,0.0585,channel_1
2011-04-12 00:00:00,0.0625,channel_1
2011-04-13 00:00:00,0.0456,channel_1
2011-04-14 00:00:00,0.188,channel_1
2011-04-15 00:00:00,0.0394,channel_1
2011-04-16 00:00:00,0.046,channel_1
2011-04-17 00:00:00,0.0261,channel_1
2011-04-18 00:00:00,0.0465,channel_1
2011-04-19 00:00:00,0.0766,channel_1
2011-04-20 00:00:00,0.104,channel_1
2011-04-21 00:00:00,0.0497,channel_1
